Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
renown,ri-NOWN,n.,fame,"For many years an unheralded researcher, Barbara McClintock gained international renown when she won the Nobel Prize in Physiology and Medicine.","fame, celebrity, eminence, acclaim","obscurity, anonymity",From Old French renomer (to make famous)
rent,RENT,n.,rip; split,Kit did an excellent job of mending the rent in the lining of her coat.,"tear, rip, gash, slit",(no direct antonym),Noun form related to rend (to tear)
reparable,REP-uh-ruh-bel,adj.,capable of being repaired,"Fortunately, the damages we suffered in the accident were reparable and our car looks brand new.","fixable, mendable, correctable","irreparable, beyond repair","From Latin reparabilis, from reparare (to repair)"
reparation,rep-uh-RAY-shen,n.,amends; compensation,"At the peace conference, the defeated country promised to pay reparations to the victors.","compensation, restitution, amends, redress",(no direct antonym),"From Latin reparatio, from reparare (to repair)"
repartee,rep-ar-TAY,n.,clever reply,He was famous for his witty repartee and his sarcasm.,"wit, banter, riposte, wordplay",(no direct antonym),"From French repartie, from repartir (to retort)"
repast,ri-PAST,n.,meal; feast; banquet,The caterers prepared a delicious repast for Fred and Judy's wedding day.,"meal, feast, banquet, spread",fast,"From Old French repast, from Latin repascere (to feed again)"
repeal,ri-PEEL,v.,revoke; annul,What would the effect on our society be if we decriminalized drug use by repealing the laws against the possession and sale of narcotics?,"revoke, rescind, annul, abolish","enact, ratify, institute",From Old French rapeler (to call back)
repel,ri-PEL,v.,drive away; disgust,"At first, the Beast's ferocious appearance repelled Beauty, but she came to love the tender heart hidden behind his beastly exterior.","repulse, disgust, deter, sicken","attract, allure, charm",From Latin repellere (to drive back)
repellent,ri-PEL-ent,adj.,driving away; unattractive,Mosquitoes find the odor so repellent that they leave any spot where this liquid has been sprayed.,"repulsive, offensive, distasteful","attractive, appealing, alluring",From Latin repellere (to drive back)
repercussion,ree-per-KUSH-en,n.,rebound; reverberation; reaction,I am afraid that this event will have serious repercussions.,"consequence, aftereffect, reverberation, fallout",(no direct antonym),"From Latin repercussio, from repercutere (to strike back)"
repertoire,REP-er-twahr,n.,"list of works of music, drama, etc.",The opera company decided to include Madame Butterfly in its repertoire for the following season.,"repertory, collection, range, stock",(no direct antonym),"From French repertoire, from Latin repertorium (inventory)"
repine,ri-PYN,v.,fret; complain,There is no sense repining over the work you have left undone.,"fret, complain, lament, grumble","rejoice, accept contentedly","From re- + pine (to languish, yearn)"
replenish,ri-PLEN-ish,v.,fill up again,"Before she could take another backpacking trip, Carla had to replenish her stock of freeze-dried foods.","refill, restock, replace, renew","deplete, exhaust, drain","From Old French replenir (to fill up), from Latin re- + plenus (full)"
replete,ri-PLEET,adj.,filled to the brim or to the point of being stuffed; abundantly supplied,The movie star's memoir was replete with juicy details about the love life of half of Hollywood.,"full, abundant, brimming, teeming","empty, devoid, bereft","From Latin repletus, past participle of replere (to fill again)"
replica,REP-li-kuh,n.,copy,Are you going to hang this replica of the Declaration of Independence in the classroom or in the auditorium?,"copy, reproduction, duplicate, facsimile",original,"From Italian replica (repetition), from Latin replicare (to fold back)"
replicate,REP-li-kayt,v.,reproduce; duplicate,"Because he had always wanted a palace, Donald decided to replicate the Taj Mahal in miniature on his estate.","duplicate, reproduce, copy, mirror","originate, create anew","From Latin replicare (to fold back, repeat)"
repository,ri-POZ-i-tor-ee,n.,storehouse,Libraries are repositories of the world's best thoughts.,"storehouse, depot, archive, depository",(no direct antonym),"From Latin repositorium, from reponere (to put back)"
reprehensible,rep-ri-HEN-si-bel,adj.,deserving blame,"Shocked by the viciousness of the bombing, politicians of every party uniformly condemned the terrorists' reprehensible deed.","blameworthy, deplorable, disgraceful","commendable, admirable, praiseworthy","From Latin reprehendere (to seize, blame)"
repress,ri-PRES,v.,restrain; crush; oppress,Anne's parents tried to curb her impetuosity without repressing her boundless high spirits.,"suppress, restrain, inhibit, quash","liberate, release, unleash",From Latin reprimere (to press back)
reprieve,ri-PREEV,n.,temporary stay,"During the twenty-four-hour reprieve, the lawyers sought to make the stay of execution permanent.","postponement, stay, respite, delay","execution, immediate enforcement","From Old French repris, past participle of reprendre (to take back)"
reprimand,REP-ri-mand,v.,reprove severely; rebuke,"Every time Ermengarde made a mistake in class, she was afraid that Miss Minchin would reprimand her and tell her father how badly she was doing in school.","rebuke, scold, admonish, chastise","praise, commend, compliment","From French reprimande, from Latin reprimenda (to be repressed)"
reprisal,ri-PRY-zel,n.,retaliation,I am confident that we are ready for any reprisals the enemy may undertake.,"retaliation, retribution, vengeance, payback","forgiveness, pardon","From Old French reprisaille, from Italian ripresaglia"
reprise,ri-PREEZ,n.,musical repetition; repeat performance; recurrent action,We enjoyed the soprano's solo in Act I so much that we were delighted by its reprise in the finale.,"repeat, repetition, encore, replay",(no direct antonym),"From French reprise (a taking up again), from reprendre"
reproach,ri-PROHCH,v.,express disapproval or disappointment,He never could do anything wrong without imagining how the look on his mother's face would reproach him afterwards.,"rebuke, criticize, admonish, censure","praise, approve, commend","From Old French reprochier (to bring near, blame)"
reprobate,REP-ruh-bayt,n.,"person hardened in sin, devoid of a sense of decency",I cannot understand why he has so many admirers if he is the reprobate you say he is.,"scoundrel, degenerate, miscreant, villain","saint, paragon of virtue","From Latin reprobatus, from reprobare (to disapprove)"
reprobation,rep-ruh-BAY-shen,n.,severe disapproval,The students showed their reprobation of his act by refusing to talk with him.,"condemnation, censure, disapproval","approval, commendation","From Latin reprobatio, from reprobare (to disapprove)"
reprove,ri-PROOV,v.,censure; rebuke,"Though Aunt Bea at times would reprove Opie for inattention in church, she believed he was at heart a God-fearing lad.","rebuke, reprimand, scold, admonish","praise, commend","From Old French reprover, from Latin reprobare (to disapprove)"
repudiate,ri-PYOO-dee-ayt,v.,disown; disavow,"On separating from Tony, Tina announced that she would repudiate all debts incurred by her soon-to-be ex-husband.","reject, disown, renounce, disavow","accept, embrace, acknowledge","From Latin repudiare (to reject, divorce)"
repugnance,ri-PUG-nens,n.,loathing,She looked at the snake with repugnance.,"aversion, distaste, revulsion, disgust","attraction, fondness, liking",From Latin repugnare (to fight against)
repulsion,ri-PUL-shen,n.,distaste; act of driving back,"Hating bloodshed, she viewed war with repulsion. Even defensive battles distressed her, for the repulsion of enemy forces is never accomplished bloodlessly.","aversion, disgust, abhorrence","attraction, fascination","From Latin repulsio, from repellere (to repel); repulse, v."
reputable,REP-yuh-tuh-bel,adj.,respectable,"If you want to buy antiques, look for a reputable dealer; far too many dealers today pass off fakes as genuine antiques.","respectable, esteemed, trustworthy, honorable","disreputable, dishonest, shady",From Latin reputare (to think over) + -able
reputed,ri-PYOO-tid,adj.,supposed,He is the reputed father of the child.,"supposed, alleged, presumed, purported","confirmed, verified, proven","From Latin reputare (to reckon, consider); repute, v., n."
requiem,REK-wee-em,n.,mass for the dead; dirge,They played Mozart's Requiem at the funeral.,"dirge, elegy, memorial, funeral mass",(no direct antonym),"From Latin requiem (rest), accusative of requies"
requisite,REK-wi-zit,n.,necessary requirement,Many colleges state that a student must offer three years of a language as a requisite for admission.,"requirement, prerequisite, necessity, essential",(no direct antonym),"From Latin requisitus, past participle of requirere (to require)"
requite,ri-KWYT,v.,repay; revenge,The wretch requited his benefactors by betraying them.,"repay, avenge, reciprocate, recompense",(no direct antonym),From re- + quite (variant of quit)
rescind,ri-SIND,v.,cancel,"Because of the public outcry against the new taxes, the senator proposed a bill to rescind the unpopular financial measure.","revoke, annul, repeal, abrogate","enact, impose, institute","From Latin rescindere (to cut off, abrogate)"
resentment,ri-ZENT-ment,n.,indignation; bitterness; displeasure,"Not wanting to appear a sore loser, Bill tried to hide his resentment of Barry's success.","bitterness, indignation, rancor, displeasure","contentment, goodwill","From French ressentir (to feel strongly), from Latin re- + sentire (to feel)"
reserve,ri-ZURV,n.,self-control; formal but distant manner,"Although some girls were attracted by Mark's reserve, Judy was put off by it, for she felt his aloofness indicated a lack of openness.","restraint, reticence, aloofness, self-control","openness, candor, warmth",From Latin reservare (to keep back)
residue,REZ-i-doo,n.,remainder; balance,"In his will, he requested that after payment of debts, taxes, and funeral expenses, the residue be given to his wife.","remainder, remnant, leftover, surplus",(no direct antonym),"From Latin residuum, from residere (to remain behind)"
resignation,rez-ig-NAY-shen,n.,patient submissiveness; statement that one is quitting a job,"If Bob Cratchit had not accepted Scrooge's bullying with timid resignation, he might have gotten up the nerve to hand in his resignation.","acceptance, submission, acquiescence; quitting","defiance, resistance","From Latin resignare (to unseal, cancel)"
resilient,ri-ZIL-yent,adj.,elastic; having the power of springing back,"Highly resilient, steel makes excellent bedsprings.","elastic, flexible, adaptable, buoyant","rigid, inflexible, brittle","From Latin resilire (to leap back); resilience, n."
