Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
ductile,DUK-tyl,Adjective,Malleable; flexible; pliable,Copper is an extremely ductile material: you can stretch it into the thinnest of wires.,"flexible, malleable, pliable","rigid, brittle, inflexible","Latin ductilis, from ducere 'to lead'"
dulcet,DUL-set,Adjective,Sweet sounding,The dulcet sounds of the birds at dawn were soon drowned out by the roar of traffic.,"sweet, melodious, soothing","harsh, discordant, grating",Latin dulcis 'sweet'
dumbfound,DUM-fownd,Verb,Astonish,Egbert's perfect score on the GRE dumbfounded his classmates.,"astonish, amaze, astound","bore, disappoint, expect",dumb + found (confound)
dupe,DYOOP,Noun,Someone easily fooled,"While the gullible Watson often was made a dupe by unscrupulous parties, Sherlock Holmes was far more difficult to fool.","fool, sucker, pawn","skeptic, cynic, wise person",French dupe 'deceived person'
duplicity,doo-PLIS-ih-tee,Noun,Double-dealing; hypocrisy,"When Tanya learned that Mark had been two-timing her, she was furious at his duplicity.","deception, hypocrisy, deceitfulness","honesty, sincerity, straightforwardness","Latin duplicitas, from duplex 'double'"
duration,dyoo-RAY-shun,Noun,Length of time something lasts,"Because she wanted the children to make a good impression on the dinner guests, Mother promised them a treat if they'd behave well for the duration of the meal.","period, span, length of time",N/A,"Latin duratio, from durare 'to last'"
duress,dyoo-RES,Noun,"Forcible restraint, especially unlawfully",The hostages were held under duress until the prisoners' demands were met.,"coercion, compulsion, pressure","freedom, liberty, choice",Old French duresce 'hardness'
dutiful,DYOO-tih-ful,Adjective,Respectful; obedient,"When Mother told Billy to kiss Great-Aunt Hattie, the boy obediently gave the old woman a dutiful peck on the cheek.","obedient, respectful, compliant","disobedient, disrespectful, rebellious",duty + -ful
dwindle,DWIN-dul,Verb,Shrink; reduce,The food in the lifeboat gradually dwindled away to nothing.,"shrink, diminish, decrease","grow, increase, expand",Old English dwinan 'to waste away'
dynamic,dy-NAM-ik,Adjective,Energetic; vigorously active,The dynamic aerobics instructor kept her students on the run.,"energetic, vigorous, lively","static, lethargic, passive","Greek dynamikos, from dynamis 'power'"
dyspeptic,dis-PEP-tik,Adjective,Suffering from indigestion,All the talk about rich food made him feel dyspeptic.,"bilious, irritable, gloomy","content, healthy, cheerful","Greek dyspeptos, from dys- 'bad' + peptein 'to digest'"
earthy,UR-thee,Adjective,Unrefined; coarse,His earthy remarks often embarrassed the women in his audience.,"coarse, crude, unrefined","refined, sophisticated, polished",earth + -y
ebb,EB,verb,to flow back or recede; decline gradually,The crowd's enthusiasm began to ebb after the third hour of speeches.,"recede, wane","flow, increase","Old English ""ebba,"" related to the outward tidal flow"
ebullient,ih-BUL-yent,adjective,overflowing with enthusiasm or excitement,She gave an ebullient speech after winning the award.,"exuberant, effervescent","despondent, gloomy","Latin ""ebullire"" (to boil up), from ""bullire"" (to boil)"
eccentric,ek-SEN-trik,adjective,unconventional or slightly odd in behavior,The eccentric professor wore mismatched socks every day.,"quirky, unconventional","conventional, normal","Greek ""ek-"" (out of) + ""kentron"" (center) - off-center"
eccentricity,ek-sen-TRIS-ih-tee,noun,an odd or unusual habit or quality,His habit of talking to houseplants was one of his many eccentricities.,"quirk, oddity","conformity, normalcy","from ""eccentric,"" Greek roots meaning off-center"
ecclesiastic,ih-klee-zee-AS-tik,adjective,relating to the church or clergy,The choir performed several pieces of ecclesiastic music.,"clerical, religious","secular, lay","Greek ""ekklesia"" (assembly, church)"
eclectic,ih-KLEK-tik,adjective,drawing from many different sources or styles,Her eclectic taste in music ranged from jazz to punk rock.,"diverse, varied","uniform, homogeneous","Greek ""eklektikos"" (selective), from ""eklegein"" (to select)"
eclipse,ih-KLIPS,verb,to surpass or block out,The young runner's record quickly eclipsed one set decades earlier.,"overshadow, surpass","highlight, reveal","Greek ""ekleipsis"" (failure, abandonment)"
ecologist,ih-KOL-uh-jist,noun,a scientist who studies relationships between organisms and environment,The ecologist tracked how the wetland's plant species changed over a decade.,"environmentalist, naturalist",n/a,"Greek ""oikos"" (house) + ""logos"" (study)"
economy,ih-KON-uh-mee,noun,"(secondary meaning) efficient, sparing use of resources or words",The poet's economy of language made each line feel essential.,"frugality, conciseness","extravagance, waste","Greek ""oikonomia"" (household management)"
ecstasy,EK-stuh-see,noun,a state of overwhelming joy or rapture,He was in ecstasy after hearing he'd been accepted to his dream school.,"rapture, bliss","misery, despair","Greek ""ekstasis"" (standing outside oneself)"
eddy,ED-ee,noun,a circular current of water or air moving against the main current,Leaves spun in a small eddy near the riverbank.,"swirl, whirlpool",n/a,"possibly Old Norse ""ida"" (whirlpool)"
edict,EE-dikt,noun,an official decree or order,The king issued an edict banning hunting in the royal forest.,"decree, proclamation","suggestion, request","Latin ""edictum,"" from ""edicere"" (to declare)"
edify,ED-uh-fy,verb,to instruct or improve morally or intellectually,The lecture was meant to edify students about ancient history.,"enlighten, instruct","confuse, mislead","Latin ""aedificare"" (to build), originally to build up morally"
eerie,EER-ee,adjective,"strange and frightening, suggesting something supernatural",An eerie silence fell over the abandoned house.,"uncanny, spooky","comforting, ordinary","Old English ""earg"" (cowardly, timid)"
efface,ih-FAYS,verb,to erase or rub out,Years of weathering had effaced the inscription on the tombstone.,"erase, obliterate","restore, highlight","French ""effacer,"" from ""es-"" (out) + ""face"" (face)"
effectual,ih-FEK-choo-uhl,adjective,producing the intended result,The new policy proved effectual in reducing traffic accidents.,"effective, successful","ineffectual, futile","Latin ""effectus,"" from ""efficere"" (to accomplish)"
effeminate,ih-FEM-uh-nit,adjective,"having qualities traditionally associated with femininity, especially in a man","Critics described his soft, effeminate voice as part of his stage persona.","delicate, soft","masculine, rugged","Latin ""effeminare"" (to make womanish)"
effervescence,ef-er-VES-ens,noun,bubbling enthusiasm; the quality of fizzing,Her effervescence lit up every room she entered.,"exuberance, vivacity","dullness, lethargy","Latin ""effervescere"" (to boil up)"
effete,ih-FEET,adjective,"worn out, weak, or overly refined",The effete aristocracy seemed unable to handle any real hardship.,"decadent, enfeebled","vigorous, robust","Latin ""effetus"" (worn out from bearing young)"
efficacy,EF-ih-kuh-see,noun,the ability to produce a desired effect,Doctors questioned the efficacy of the new treatment.,"effectiveness, potency","inefficacy, futility","Latin ""efficacia,"" from ""efficax"" (effective)"
effigy,EF-ih-jee,noun,"a sculpture or model of a person, often burned or hanged in protest",Protesters burned an effigy of the unpopular leader.,"dummy, likeness",n/a,"Latin ""effigies"" (image, likeness)"
effluvium,ih-FLOO-vee-uhm,noun,an unpleasant or noxious odor or vapor,A foul effluvium drifted from the chemical plant.,"stench, fume","fragrance, perfume","Latin ""effluere"" (to flow out)"
effrontery,ih-FRUN-tuh-ree,noun,shameless boldness or impudence,He had the effrontery to ask for a raise after missing a month of work.,"audacity, impudence","timidity, deference","Latin ""effrons"" (shameless), ""ex-"" + ""frons"" (forehead)"
effusion,ih-FYOO-zhun,noun,"an unrestrained outpouring, especially of emotion",Her letter was an effusion of gratitude and affection.,"outpouring, gush","restraint, reticence","Latin ""effundere"" (to pour out)"
effusive,ih-FYOO-siv,adjective,"expressing feelings in an unrestrained, gushing manner",He was effusive in his thanks for the surprise party.,"gushing, lavish","reserved, restrained","Latin ""effusus,"" from ""effundere"" (to pour out)"
egoism,EE-goh-iz-uhm,noun,excessive concern with one's own interests,His egoism made it hard for him to consider his teammates' needs.,"self-centeredness, narcissism","altruism, selflessness","Latin ""ego"" (I) + ""-ism"""
egotistical,ee-guh-TIS-tih-kuhl,adjective,excessively self-absorbed or conceited,His egotistical remarks during the meeting alienated his colleagues.,"conceited, self-important","humble, modest","from ""egotism,"" Latin ""ego"" (I)"
egregious,ih-GREE-jus,adjective,strikingly bad or shocking,The referee's egregious error cost the team the game.,"flagrant, glaring","minor, negligible","Latin ""egregius"" (outstanding), shifted to a negative sense over time"
egress,EE-gres,noun,a way out; an exit,Fire codes require at least two points of egress in public buildings.,"exit, way out","entrance, ingress","Latin ""egredi"" (to go out)"
ejaculation,ih-jak-yuh-LAY-shun,noun,"a sudden, sharp exclamation","""Watch out!"" was his startled ejaculation as the ball flew toward us.","exclamation, outburst",n/a,"Latin ""eiaculari"" (to throw out)"
elaboration,ih-lab-uh-RAY-shun,noun,the addition of detail to make something more complete,The report needed further elaboration before the board would approve it.,"detail, expansion","simplification, brevity","Latin ""elaborare"" (to work out)"
elated,ih-LAY-tid,adjective,filled with great happiness or pride,She was elated when she found out she'd made the team.,"overjoyed, jubilant","despondent, dejected","Latin ""elatus"" (lifted up), from ""efferre"""
elegy,EL-uh-jee,noun,a poem or song of mourning for someone who has died,He wrote an elegy in memory of his grandfather.,"lament, dirge",n/a,"Greek ""elegos"" (song of mourning)"
elicit,ih-LIS-it,verb,to draw out a response or reaction,The comedian's jokes elicited laughter from the entire audience.,"evoke, extract","suppress, conceal","Latin ""elicere"" (to draw out)"
elixir,ih-LIK-sir,noun,a magical or medicinal potion thought to cure ailments,The traveling salesman claimed his elixir could cure any illness.,"potion, remedy","poison, toxin","Arabic ""al-iksir,"" ultimately Greek ""xerion"" (drying powder)"
ellipsis,ih-LIP-sis,noun,"the omission of words from a sentence, often marked by three dots",The editor used an ellipsis to trim the lengthy quotation.,"omission, gap",n/a,"Greek ""elleipsis"" (a falling short)"
elliptical,ih-LIP-tih-kuhl,adjective,oval-shaped; or deliberately vague and indirect in speech,Her elliptical answers left the reporters more confused than before.,oval; vague,"direct, explicit","Greek ""elleipsis"""
eloquence,EL-uh-kwens,noun,fluent and persuasive speaking or writing,The senator's eloquence won over even her harshest critics.,"fluency, articulateness",inarticulateness,"Latin ""eloqui"" (to speak out)"
elucidate,ih-LOO-sih-dayt,verb,to make clear; to explain,The professor elucidated the complex theorem with a simple diagram.,"clarify, explain","obscure, confuse","Latin ""elucidare,"" from ""lucidus"" (clear, bright)"
